Date,Close,High,Low,Open,Volume
2018-01-02,180.5689697265625,180.7282228227546,176.71712848408478,176.84650833593108,18151900
2018-01-03,183.80372619628903,183.9132108027057,180.4793975101284,181.02682054221148,16886600
2018-01-04,183.46533203125,185.3365180379734,183.23641518592063,184.0326503326684,13880900
2018-01-05,185.9735107421875,186.0232640472396,184.06250391230236,184.71941156087465,13574500
2018-01-08,187.3968048095703,188.013891620234,185.4559550121505,186.32186910933493,17994700
2018-01-09,186.9886932373047,187.9143384861756,186.22231625739485,187.8148015132786,12393100
2018-01-10,186.95884704589844,187.00861553550487,184.75922256507457,186.0630749818254,10529900
2018-01-11,186.88919067382807,187.5162250685007,186.5010207391408,187.5162250685007,9588600
2018-01-12,178.52859497070312,180.62869785640197,176.56783475663875,177.22474243172078,77551300
2018-01-16,177.55319213867188,180.8974313673112,177.20482787408395,180.64860408895177,36183800
2018-01-17,176.76690673828125,178.4788396488722,174.97534727519633,178.4191083440927,27992400
2018-01-18,178.9565887451172,180.1310462557839,176.2493466340063,177.2944242820887,23304900
2018-01-19,180.43955993652344,181.514495467127,179.32481872873154,180.0016367386123,26826500
2018-01-22,184.5004425048828,184.52035293924783,179.56371788715904,179.951887827614,21059500
2018-01-23,188.4617919921875,188.66085078301788,184.67961421756127,185.1772687882433,25678800
2018-01-24,185.6749267578125,189.76564801119068,185.645068698002,188.9992557058916,24334500
2018-01-25,186.6005401611328,187.73519189326169,185.72467850697743,187.0683366389344,17377700
2018-01-26,189.10873413085935,189.10873413085935,185.93369558576103,186.8692885950992,17759200
2018-01-29,185.1075897216797,187.95417447136583,184.75924063478703,187.86460029364025,20453200
2018-01-30,186.2422332763672,187.2972584886988,180.98700246184683,186.73988782461504,20858600
2018-01-31,186.0133209228516,188.93953216707695,184.35115651408117,187.48637416877295,43275100
2018-02-01,192.18423461914065,194.40378489480477,187.0086302249544,187.33708405750397,54211300
2018-02-02,189.38742065429688,193.29899344520533,189.08882487688817,191.1391592613693,26677500
2018-02-05,180.4097137451172,189.71585947925897,179.76276893459865,186.0531142614743,33128200
2018-02-06,184.4407196044922,184.89856845477743,176.90623791250104,177.73234625533,37758500
2018-02-07,179.3347930908203,184.21181697651505,179.10587624163267,183.2861715813623,27601900
2018-02-08,170.775146484375,180.9870129381301,170.6756094940792,180.16090451775472,38478300
2018-02-09,175.2838897705078,176.0701772931132,166.3957714295385,173.94021638331782,39887600
2018-02-12,175.58248901367188,176.7171408256628,171.03391895449337,176.2294338797182,32092100
2018-02-13,172.3377685546875,175.14454757111807,172.28801524831223,174.79618330321944,21809400
2018-02-14,178.6779022216797,178.96653519177443,172.3975039375849,172.6363684129151,28929700
2018-02-15,179.1158447265625,179.65330499542176,176.0104697921348,179.65330499542176,20922100
2018-02-16,176.52801513671875,179.0361982153312,175.47298996517847,178.15037376118786,20645300
2018-02-20,175.18435668945312,177.11525885569642,174.28858453616257,174.94549221508885,21204900
2018-02-21,177.075439453125,180.41967852003413,175.57251304470122,175.8810716122027,23200800
2018-02-22,178.15037536621094,179.36465364290387,176.57778521791664,177.8617272319484,18464200
2018-02-23,182.43019104003903,182.52972802098623,178.66792400584404,179.05609393200032,19007300
2018-02-26,184.0625,184.7890865597399,182.36052998612493,183.7141509359819,17599700
2018-02-27,180.60877990722656,183.83357138463745,180.60877990722656,183.5847441317651,15849800
2018-02-28,177.48353576660156,182.0221430823516,177.30437222139437,181.44486195012547,18783000
2018-03-01,175.1147003173828,179.2750854179347,173.59187848036618,178.17029161586254,23201600
2018-03-02,175.79148864746094,176.27919557459333,172.17852693631085,172.47710751699228,20025900
2018-03-05,179.5537567138672,180.30023854364305,175.0649181115446,175.37346150456474,16189300
2018-03-06,178.93667602539062,181.52448586501552,178.26982072386542,180.92729430595983,15086800
2018-03-07,182.8482360839844,182.95772068926377,177.23469353200903,177.90154878699772,19097300
2018-03-08,181.48464965820312,183.534983883972,180.5988252056949,182.69892792171476,17225900
2018-03-09,184.361083984375,184.6397692926736,182.35057071553672,183.0472839862832,18526300
2018-03-12,183.893310546875,185.22703633173649,183.35585029567125,184.3611070558913,15301200
2018-03-13,181.02682495117188,185.11754598187943,180.26043268758988,184.7393236619174,18067500
2018-03-14,183.3259735107422,183.38568962286377,180.9969540147365,181.7434357906776,16821700
2018-03-15,182.99752807617188,183.13687073989857,181.33536373485663,182.38044130641245,15614300
2018-03-16,184.2217712402344,184.46065090922176,182.54965911896093,183.62459484858505,24403400
2018-03-19,171.75054931640625,176.33892523422577,169.26227637154128,176.17967212082334,88140100
2018-03-20,167.36122131347656,169.40160803302504,161.1903078489395,166.68441840634694,129851800
2018-03-21,168.59539794921875,172.58658173864086,162.53396953080232,164.02693309320307,106598800
2018-03-22,164.11651611328125,169.47128390579698,162.95200629426867,165.35070485882497,73743000
2018-03-23,158.64230346679688,165.81848815516477,158.27404399075158,164.66392605157208,53609700
2018-03-26,159.30918884277344,160.34431892029582,148.32098190743568,160.06563355801205,126116600
2018-03-27,151.50595092773438,162.08609141664357,150.0428453501392,155.57676146178918,79117000
2018-03-28,152.31216430664062,155.14880157630208,150.09262906279673,150.93863276294607,60029200
2018-03-29,159.04042053222656,160.66277908360263,153.41693068269436,154.42218731860137,59434300
2018-04-02,154.66107177734375,158.4531968059537,153.38707741569027,157.0697178419451,36796000
