Date,Close,High,Low,Open,Volume
2018-01-02,34.17128372192383,34.19627389226086,33.671458070626564,33.74643175943146,4984000
2018-01-03,34.74606704711914,34.82937288045448,34.521146063802654,34.64610322490935,6963200
2018-01-04,34.56280899047852,34.987657721727544,34.52948664902551,34.92101303882153,4876600
2018-01-05,35.3708610534668,35.462495918950445,34.812726040493885,34.896028730318704,5330800
2018-01-08,35.35419845581055,35.387520801515755,35.14593856184368,35.32087928789913,3538200
2018-01-09,35.13761138916016,35.404183813058495,35.09596004376241,35.39585481509653,5729900
2018-01-10,34.404537200927734,34.529494420604046,33.92137585228715,34.446188548221805,7102700
2018-01-11,34.17961502075195,34.48784197203268,34.112973502768284,34.33789458432692,5701800
2018-01-12,34.31290054321289,34.404535409164026,33.954693255109696,34.1879465078382,5028000
2018-01-16,35.17927169799805,35.27923558798155,34.82939649415838,34.99600191819931,9081600
2018-01-17,35.928993225097656,36.045618242431935,35.4041774693,35.53746365736681,7117700
2018-01-18,37.12857818603516,37.3618282789295,36.23722598499558,36.53712077745641,11866200
2018-01-19,37.21187210083008,37.93661873750418,37.136901598201824,37.545089164436106,6543700
2018-01-22,38.636375427246094,38.65303659967123,38.269835989480455,38.31981950675588,8335800
2018-01-23,38.553070068359375,38.79465230498674,38.36980352487807,38.71967861699182,5659600
2018-01-24,37.76168441772461,38.04491481472433,37.69503972822324,38.01992464505817,7400600
2018-01-25,37.57008743286133,38.13655465645749,37.52010708699904,38.07824213442207,7655700
2018-01-26,38.086570739746094,38.10323191273614,37.51177139386776,37.90330101464937,7057300
2018-01-29,37.81999588012695,38.06157492836532,37.653387338801664,37.87830839292176,11604400
2018-01-30,37.386817932128906,37.511771964765245,36.98695930766368,37.128574513543626,10224600
2018-01-31,37.74503707885742,38.15322482937566,37.58675747217925,37.845000971952416,6333300
2018-02-01,37.86165237426758,38.261511021195886,37.73669515681759,37.761688506984015,6706500
2018-02-02,37.078590393066406,37.75335359842804,37.0286100519392,37.495110184026814,12051800
2018-02-05,35.77904510498047,37.328498994408186,35.662420090127775,36.69538723121737,11748300
2018-02-06,36.312198638916016,36.403833509287786,35.070968156433615,35.21258655004292,13414100
2018-02-07,34.8876953125,35.812369670259685,34.8876953125,35.812369670259685,15239500
2018-02-08,33.62147903442383,35.087627343967526,33.62147903442383,35.07929834612995,11356000
2018-02-09,34.54615020751953,34.72108774554913,33.28825874196899,33.93803173404028,10588400
2018-02-12,35.429176330566406,35.64576842544597,34.95434397044589,35.012656493422504,6573300
2018-02-13,35.3042106628418,35.537460677955,34.88769096282929,35.437496839734074,5831900
2018-02-14,35.862361907958984,35.89568426184317,34.921026066395434,35.12928601147974,6860100
2018-02-15,36.25388717651367,36.44548592116392,35.61244624296588,36.25388717651367,6116500
2018-02-16,36.2205696105957,36.620428327607335,36.078954371939226,36.11227354834424,4792100
2018-02-20,36.437156677246094,36.78703181439202,35.82070592130125,35.88735062044952,9291700
2018-02-21,35.72906875610352,36.50379585611934,35.712407582385616,36.370509644170056,6612600
2018-02-22,35.31254196166992,35.60410767737024,35.13760443892573,35.54579199199551,7984000
2018-02-23,36.5704460144043,36.5704460144043,35.91234385430319,36.14559396561216,7204900
2018-02-26,36.99529266357422,36.99529266357422,36.487137942059846,36.745381391067184,3897600
2018-02-27,36.337188720703125,36.90365593813458,36.32885972241476,36.69539602519049,5999100
2018-02-28,36.11226272583008,36.5787660114342,36.0622823873039,36.37883512394853,6400100
2018-03-01,35.587459564208984,36.28721308972302,35.24591338971966,36.11227232499864,7792400
2018-03-02,35.82903289794922,35.86235524564296,35.11262148929771,35.31254921987218,4819600
2018-03-05,36.228885650634766,36.453803496810686,35.7123989239828,35.862346273295536,5977200
2018-03-06,36.270545959472656,36.98696054392451,36.17891109246686,36.936977022523,8632000
2018-03-07,36.82034683227539,36.8869883403598,35.97064615409286,36.07894217974774,4482900
2018-03-08,36.48713302612305,36.9786265062118,36.31219547671701,36.90365281678152,7092400
2018-03-09,37.14522933959961,37.15355833590127,36.253877379035856,36.69538727227024,8336200
2018-03-12,37.67005157470703,37.77834443425218,37.27852194741556,37.3118442939497,5176100
2018-03-13,37.47845458984375,38.11156331443338,37.41180989367957,37.90330340561135,5842300
2018-03-14,37.61173629760742,37.86164752268983,37.34516390048038,37.84498635064518,4300500
2018-03-15,37.74503707885742,38.02827075745563,37.39515868633264,37.5700962936976,3942200
2018-03-16,37.4617919921875,37.91996313862586,37.42846964537171,37.48678216340239,8125600
