Date,Close,High,Low,Open,Volume
2018-01-02,74.82350158691406,75.88002656299612,74.74096175391745,75.87177069048079,7558900
2018-01-03,74.73268127441406,75.18665335511031,74.71616953482015,74.88951131363862,5863600
2018-01-04,75.26095581054688,75.74794515213223,74.7904719138523,74.97206329457381,6322500
2018-01-05,75.31047821044922,75.36000713973803,74.75745449623635,75.33523952640137,5949700
2018-01-08,75.70668029785156,75.74794705981012,75.05460500401327,75.05460500401327,4860700
2018-01-09,75.1536636352539,75.648908907021,75.1206464441514,75.50033469575234,6630100
2018-01-10,74.67494201660156,75.03812490989034,74.29525367243004,75.03812490989034,6564700
2018-01-11,74.41078186035156,74.71617981363426,74.22093461320515,74.61713455197906,5469700
2018-01-12,73.96508026123047,74.56762676508067,73.75047163782469,74.32826311662697,8111000
2018-01-16,74.46856689453125,74.92253907750377,73.98982709658792,74.40253251604564,9465300
2018-01-17,75.27747344970703,75.71494652748667,74.64190981161074,74.74921096424411,8345500
2018-01-18,75.00301361083984,75.3939152279857,74.5788430959163,75.05291378480963,7699800
2018-01-19,75.74323272705078,75.90125841263733,75.05291734257598,75.0861862419307,9364000
2018-01-22,76.42523193359375,76.45018202262104,75.49372175574695,75.58520964577627,8658000
2018-01-23,74.06316375732422,75.02793605585937,73.68889355425996,74.70357235377166,18756300
2018-01-24,73.44773864746094,74.15469174298491,72.94039897310338,74.0715163114683,15141900
2018-01-25,73.47266387939453,74.06317878546888,73.19820662259333,73.75544629100403,11264400
2018-01-26,72.96536254882812,73.33130783264876,72.5495107321357,73.33130783264876,11503100
2018-01-29,72.24176025390625,72.97365698610523,72.1003721940599,72.93207562194702,11685800
2018-01-30,72.31661224365234,72.72415150173303,72.05046739418829,72.20849307978666,9662900
2018-01-31,71.80925750732422,72.69918610054361,71.5930192251403,72.20015906069175,11798100
2018-02-01,71.4017333984375,71.94234186068894,71.16053865849784,71.65124694882837,8606300
2018-02-02,70.07099914550781,71.20211607851475,70.03773025390264,71.16052837766021,12846300
2018-02-05,67.41788482666016,70.1708277733724,66.61945021452125,69.8547763769422,17462200
2018-02-06,68.51570892333984,68.57392789487665,66.63606421635616,66.97705923667401,19955500
2018-02-07,68.06661224365234,69.35575522289794,68.04998096541821,68.44920144237373,11851800
2018-02-08,66.71923065185547,68.38263702524347,66.66101168260256,68.22461138924625,14596100
2018-02-09,66.4697265625,67.3929177379841,65.36355964479127,67.3513363800011,18838800
2018-02-12,67.64244842529297,67.92522457471847,67.01867078878985,67.0436208789869,10769000
2018-02-13,67.7838363647461,68.0583000471544,67.29313433746539,67.49274140403769,9278700
2018-02-14,67.10182189941406,67.58421133200643,66.7608205036666,67.41786686625429,9412000
2018-02-15,68.54067993164062,68.54067993164062,66.9521233989937,67.34302501049922,8910700
2018-02-16,68.69869995117188,69.23930843324284,68.30779833574528,68.37433613100798,10371700
2018-02-20,67.65074157714844,68.38264452273593,67.42618448409293,68.35769443966225,7087700
2018-02-21,66.73589324951172,68.04166761173742,66.69431187789372,67.62581582318917,9134500
2018-02-22,67.2348861694336,67.60083762171435,66.67764652738214,66.92716003491758,10277700
2018-02-23,67.4095687866211,67.46778777570962,66.93549806250194,67.37629988637137,10321800
2018-02-26,67.8919448852539,67.94185140311257,67.40956174550402,67.74223802246442,9422200
2018-02-27,66.98538970947266,68.19967585967333,66.96043962381128,68.10818798198622,8919600
2018-02-28,65.30531311035156,67.19328236802713,65.2886818432548,67.10179453552003,16862000
2018-03-01,65.45503997802734,65.93742936190472,64.78968121838895,65.20553282268492,13504200
2018-03-02,66.12042999267578,66.25350560197232,65.22218866610706,65.27209519229041,9317700
2018-03-05,66.77747344970703,66.8606425289758,65.82933198617631,65.93745115468631,8177000
2018-03-06,66.55290222167969,66.88558484548793,66.01230009655873,66.87727238030284,9085300
2018-03-07,65.837646484375,66.2368605768682,65.62140181612826,66.14537269204817,9089500
2018-03-08,66.51131439208984,66.52794566623608,65.72119244420169,65.84594920917273,7951700
2018-03-09,66.77747344970703,67.16005629065856,66.45310959878306,66.6859855588932,7662200
2018-03-12,66.41983795166016,67.05193434967596,66.33666887583028,66.72757051216382,7182000
2018-03-13,66.30339050292969,66.69429208341084,66.00397679640764,66.53626642013731,9620200
2018-03-14,65.70458221435547,66.40321016932626,65.58814422186035,66.27845970979196,8898100
2018-03-15,65.43009948730469,65.82100106790114,65.3219803386815,65.77941336321915,6996900
2018-03-16,65.67961120605469,66.02892507229724,65.57148571503247,65.64634231230883,17715400
2018-03-19,65.4217758178711,66.17862241939369,65.09740573677084,65.67960177564152,8368200
2018-03-20,65.13068389892578,65.78773027248204,64.83958901074077,65.48831657452241,8465500
2018-03-21,64.07441711425781,65.07245844452484,63.9413415526798,64.91443914689098,9822800
2018-03-22,63.55045318603516,64.47363802561549,63.517184292071214,63.89976705456746,10481600
2018-03-23,63.13458633422852,64.190846495442,63.05141094664111,63.86648278910291,11728300
2018-03-26,63.55045318603516,63.933035948531405,63.22608305623491,63.68352241649821,12937000
2018-03-27,64.69821166992188,65.23882017759823,63.45897531507758,63.65026355377626,11288200
2018-03-28,65.57149505615234,65.82100862209494,64.83127951468784,64.83127951468784,12857800
2018-03-29,65.93743133544922,66.94379148651934,65.85426228117912,66.06218808955043,10036400
2018-04-02,64.37384033203125,66.01229694101526,64.09105789442427,65.92080906520651,12017200
2018-04-03,65.25545501708984,65.53823750309168,64.19087556591742,64.5069206075486,11933100
2018-04-04,65.74615478515625,66.13705004397077,64.53186226533902,64.72315683488078,9030800
2018-04-05,65.53821563720703,65.97069851543137,65.29702094430411,65.77940398471803,7864700
2018-04-06,65.2304916381836,66.00397597956098,64.78968989386827,65.18059146951175,8300800
2018-04-09,65.00592803955078,65.57979895812447,64.51521983019354,65.53821760351624,9031200
2018-04-10,65.18057250976562,65.57146762631264,64.82293993239591,65.4633485105091,6779000
